fileName	sampleID	read	Bacteroidia	Flavobacteriia	Sphingobacteriia	Cytophagia	Clostridia	Bacilli	Erysipelotrichia	Negativicutes	Verrucomicrobiae	Actinobacteria	Spirochaetia	Fusobacteriia	Epsilonproteobacteria	Gammaproteobacteria	Betaproteobacteria	Deltaproteobacteria	Alphaproteobacteria	Chloroplast	Acidobacteria_Gp5	Acidobacteria_Gp4	Synergistia	Mollicutes	Deinococci	Thermotogae	Planctomycetia	Lentisphaeria	Thermoprotei
112_R2.fasta	112	2	20616	0	0	0	9786	10577	46	1	7606	222	0	0	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0
113_R1.fasta	113	1	14299	0	0	0	21708	325	607	208	62	177	0	301	31	197	1530	14	32	0	0	0	53	43	0	0	0	0	0
113_R2.fasta	113	2	14064	0	0	0	21710	323	586	197	64	174	0	303	29	173	1480	12	31	0	0	0	52	44	0	0	0	0	1
114_R1.fasta	114	1	4	0	0	0	5	6	1	0	0	2	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
114_R2.fasta	114	2	2	0	0	0	5	6	1	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
115_R1.fasta	115	1	20362	0	0	0	11828	7728	2660	0	2120	20	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0
115_R2.fasta	115	2	20011	0	0	0	11843	7646	2797	0	2124	20	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0
116_R1.fasta	116	1	20634	2	0	0	8138	7261	1618	1	4190	34	0	1	0	4941	2	0	0	0	0	0	0	0	0	0	0	0	0
116_R2.fasta	116	2	20386	2	0	0	8148	7239	1967	1	4177	34	0	1	0	4887	2	0	0	0	0	0	0	0	0	0	0	0	0
117_R1.fasta	117	1	35948	4	0	0	17839	219	3607	1	1814	41	0	2	0	268	13	0	1	0	0	0	0	0	0	0	0	0	0
117_R2.fasta	117	2	35568	4	0	0	17854	217	3954	1	1820	39	0	2	0	263	5	0	1	0	1	0	0	0	0	0	0	0	1
118_R1.fasta	118	1	22949	0	0	0	13143	80	2024	0	1906	27	0	0	0	95	0	0	1	0	0	0	0	0	0	0	0	0	0
118_R2.fasta	118	2	22763	0	0	0	13151	80	2223	0	1893	27	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0
119_R1.fasta	119	1	15678	1	1	0	32931	66	685	556	4	91	0	77	2	34	680	14	0	0	0	0	5	0	0	0	0	0	0
119_R2.fasta	119	2	15539	1	1	0	32924	68	607	540	4	89	0	79	2	33	675	14	0	0	0	0	5	0	0	0	0	0	0
11_R1.fasta	11	1	16956	0	0	0	11478	7191	1857	3	2059	15	0	7	1	412	1	0	0	0	0	0	0	0	0	0	0	0	0
11_R2.fasta	11	2	16801	0	0	0	11493	7173	2156	3	2039	14	0	6	1	402	1	0	0	0	0	0	0	0	0	0	0	0	0
120_R1.fasta	120	1	13290	0	0	0	15714	20462	2320	0	1793	33	0	0	0	867	3	0	1	0	0	0	0	0	0	0	0	0	0
120_R2.fasta	120	2	13125	0	0	0	15695	20294	2793	0	1804	32	0	0	0	858	3	0	1	0	1	0	0	0	0	0	0	0	0
121_R1.fasta	121	1	20260	0	0	0	17798	7394	1966	1	2399	13	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0
121_R2.fasta	121	2	19982	0	0	0	17789	7319	2251	1	2403	13	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0
122_R1.fasta	122	1	22017	0	0	0	20502	1311	2204	0	3414	43	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0
122_R2.fasta	122	2	21781	0	0	0	20220	1313	2321	0	3423	43	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	1
123_R1.fasta	123	1	99	0	0	0	113	7	14	1	18	8	1	2	1	4	4	0	2	0	0	0	0	0	0	0	0	0	0
123_R2.fasta	123	2	97	0	0	0	109	6	17	1	18	7	1	2	1	4	4	0	2	0	0	0	0	0	0	0	0	0	0
124_R1.fasta	124	1	1	0	0	0	3	9	2	1	0	4	0	5	1	41240	0	0	0	1	0	0	0	0	0	0	0	0	0
124_R2.fasta	124	2	1	0	0	0	1	9	0	1	0	4	0	5	1	40962	0	0	0	1	0	0	0	0	0	0	0	0	0
125_R1.fasta	125	1	15	0	0	0	1	0	0	1	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
125_R2.fasta	125	2	16	1	0	0	0	0	0	1	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
126_R1.fasta	126	1	16612	3	0	0	27197	5104	2255	0	4113	22	0	0	0	42	192	0	2	2	0	0	0	0	0	0	0	0	0
126_R2.fasta	126	2	16527	3	0	0	27298	5066	2533	1	4116	23	0	0	0	39	187	0	2	2	0	0	0	0	0	0	0	0	0
127_R1.fasta	127	1	12787	0	0	0	4897	6247	1	0	2855	80	0	0	0	49	118	0	4	0	0	0	0	0	0	0	0	0	0
127_R2.fasta	127	2	12626	0	0	0	4915	6246	1	0	2864	79	0	0	0	48	114	0	4	0	0	0	0	0	0	0	0	0	0
128_R1.fasta	128	1	18414	7	1	0	9173	1133	1263	0	1155	43	0	0	0	192	199	0	8	0	0	0	0	0	0	0	0	0	0
128_R2.fasta	128	2	18232	7	2	0	9272	1138	1204	0	1155	43	0	0	0	189	198	0	8	0	0	0	0	0	0	0	0	0	0
129_R1.fasta	129	1	14626	3	1	0	10527	6838	847	3	544	68	0	2	1	475	300	0	5	1	0	0	0	0	0	0	0	0	0
129_R2.fasta	129	2	14454	3	1	0	10494	6819	1125	3	544	67	0	2	1	471	298	0	5	1	0	0	0	0	0	0	0	0	0
12_R1.fasta	12	1	9018	4	0	0	8653	3089	1156	1	1407	17	0	5	3	572	0	0	0	0	0	0	0	0	0	0	0	0	0
12_R2.fasta	12	2	8932	4	0	0	8655	3070	1199	1	1413	15	0	5	3	569	0	0	0	0	0	0	0	0	0	0	0	0	0
130_R1.fasta	130	1	6054	1	0	0	4050	5332	736	5	649	29	0	0	1	1567	93	54	7	0	0	0	0	0	0	0	0	0	0
130_R2.fasta	130	2	5979	1	0	0	4050	5301	835	3	646	28	0	0	1	1555	93	52	7	0	0	0	0	0	0	0	0	0	0
131_R1.fasta	131	1	11403	2	1	0	21564	152	2475	3	1097	11	0	5	1	85	485	0	8	0	0	0	0	0	0	0	0	0	0
131_R2.fasta	131	2	11286	2	1	0	21605	155	2701	3	1100	11	0	5	1	82	478	0	8	0	0	0	0	0	0	0	0	0	0
132_R1.fasta	132	1	17692	8	0	0	10430	3366	1054	0	1688	41	0	2	0	296	234	1	13	0	0	0	0	0	0	0	0	0	0
132_R2.fasta	132	2	17438	8	0	0	10401	3373	1102	1	1695	41	0	2	0	293	228	1	13	0	0	0	0	0	0	0	0	0	1
133_R1.fasta	133	1	12565	0	0	0	7095	5392	35	0	6136	177	0	0	0	60	252	0	0	0	0	0	0	0	0	0	0	0	0
133_R2.fasta	133	2	12370	0	0	0	7070	5337	34	0	6151	169	0	0	0	60	251	0	0	0	0	0	0	0	0	0	0	0	0
134_R1.fasta	134	1	9554	4	4	0	7855	13874	499	0	1682	19	0	0	0	511	385	0	9	0	0	0	0	0	0	0	0	0	0
134_R2.fasta	134	2	9406	4	4	0	7866	13784	659	0	1683	18	0	0	0	506	379	0	9	0	0	0	0	0	0	0	0	0	1
135_R1.fasta	135	1	10158	7	0	0	8545	17793	721	0	1896	23	0	3	0	536	389	0	20	0	0	0	0	0	0	0	0	0	0
135_R2.fasta	135	2	10035	7	0	0	8563	17690	939	0	1894	24	0	3	0	528	386	0	19	0	0	0	0	0	0	0	0	0	0
136_R1.fasta	136	1	17776	5	1	0	9730	1597	861	0	4255	46	0	3	1	672	815	0	35	0	0	0	0	0	0	0	0	0	0
136_R2.fasta	136	2	17558	5	1	0	9732	1600	914	0	4233	47	0	3	1	668	796	0	31	0	0	0	0	0	0	0	0	0	0
137_R1.fasta	137	1	25645	0	6	0	18539	4976	16	0	5183	555	0	8	0	639	2201	2	122	0	0	0	0	0	0	0	0	0	0
137_R2.fasta	137	2	25310	0	6	0	18594	4948	18	0	5188	533	0	8	0	628	2173	2	111	0	0	0	0	0	0	0	0	0	0
138_R1.fasta	138	1	13120	9	1	0	23989	6375	1373	2	3777	160	0	7	2	566	2743	0	102	15	0	0	0	0	0	0	0	0	0
138_R2.fasta	138	2	13033	9	1	0	24175	6352	1732	2	3781	159	0	7	2	549	2720	0	99	10	0	0	0	0	0	0	0	0	0
139_R1.fasta	139	1	16872	14	4	0	28396	5215	2436	0	1884	87	0	1	0	859	4872	1	60	0	0	0	0	0	0	0	0	0	0
139_R2.fasta	139	2	16748	14	4	0	29041	5201	3295	0	1882	87	0	1	0	845	4783	1	59	0	0	0	0	0	0	0	0	0	1
13_R1.fasta	13	1	13338	0	0	0	14036	25310	1749	1	1995	34	0	3	2	2061	2	0	0	0	0	0	0	0	0	0	0	0	0
13_R2.fasta	13	2	13209	0	0	0	14031	25175	2191	1	1994	34	0	3	2	2044	2	0	0	0	0	0	0	0	0	0	0	0	0
140_R1.fasta	140	1	13672	7	3	0	9995	92	1466	0	641	7	0	0	0	304	1072	0	45	3	0	0	0	0	0	0	0	0	0
140_R2.fasta	140	2	13524	8	1	0	9985	92	1426	0	640	7	0	0	0	303	1064	0	44	2	0	0	0	0	0	0	0	0	0
141_R1.fasta	141	1	17635	10	1	0	11437	269	1421	0	647	55	0	0	0	407	1101	9	11	0	0	0	0	0	0	0	0	0	0
141_R2.fasta	141	2	17471	9	1	0	11448	265	1444	0	649	54	0	0	0	402	1086	9	12	0	0	0	0	0	0	0	0	0	0
142_R1.fasta	142	1	19793	0	4	0	11370	1701	1811	0	856	38	0	0	0	576	2268	15	46	0	0	0	0	0	0	0	0	0	0
142_R2.fasta	142	2	19561	0	4	0	11385	1696	1840	0	854	38	0	0	0	561	2239	14	45	0	0	0	0	0	0	0	0	0	0
143_R1.fasta	143	1	30118	26	0	0	13243	366	2047	0	905	34	0	0	0	687	2942	0	29	0	0	0	0	0	0	0	0	0	0
143_R2.fasta	143	2	29771	26	0	0	13582	365	2076	0	908	35	0	0	0	681	2903	0	30	0	0	0	0	0	0	0	0	0	0
144_R1.fasta	144	1	8338	14	8	0	5208	8352	689	0	781	65	0	0	0	3584	3061	93	113	0	0	0	0	0	0	0	0	0	0
144_R2.fasta	144	2	8240	19	8	0	5202	8375	832	0	781	65	0	0	0	3535	3028	93	112	0	0	0	0	0	0	0	0	0	0
145_R1.fasta	145	1	13812	13	26	0	12422	2866	1752	0	1232	172	0	2	0	428	2111	0	28	0	0	0	0	0	0	0	0	0	0
145_R2.fasta	145	2	13582	14	26	0	12376	2859	1769	0	1233	170	0	2	0	421	2085	0	27	0	0	0	0	0	0	0	0	0	0
146_R1.fasta	146	1	11109	29	18	0	21694	3384	2117	0	1005	139	0	0	0	1271	6480	8	192	0	0	0	0	0	0	0	0	0	0
146_R2.fasta	146	2	10884	29	16	0	22537	3371	2736	0	1009	139	0	0	0	1251	6408	8	191	0	0	0	0	0	0	0	0	0	0
147_R1.fasta	147	1	16577	16	22	0	12917	737	1090	0	6790	112	0	0	0	445	2358	0	61	0	0	0	0	0	0	0	0	0	0
147_R2.fasta	147	2	16291	15	22	0	12945	740	1432	0	6776	110	0	0	0	439	2337	0	62	0	0	0	0	0	0	0	0	0	0
148_R1.fasta	148	1	16521	2	0	0	14661	10353	1681	0	4430	95	0	0	0	510	1114	264	22	0	0	0	0	0	0	0	0	0	0
148_R2.fasta	148	2	16222	2	0	0	14671	10364	1996	0	4413	93	0	0	0	501	1097	263	21	0	0	0	0	0	0	0	0	0	0
149_R1.fasta	149	1	18153	0	1	0	8564	3271	1015	0	1985	14	0	2	0	4485	398	0	11	0	0	0	0	0	14	0	0	0	0
149_R2.fasta	149	2	17921	0	0	0	8540	3248	1224	0	1982	13	0	2	0	4434	387	0	12	0	0	0	0	0	15	0	0	0	0
14_R1.fasta	14	1	14826	0	0	0	14805	9746	2117	0	1693	19	0	1	0	2100	2	0	0	0	0	0	0	0	0	0	0	0	1
14_R2.fasta	14	2	14687	0	0	0	14782	9709	2249	0	1690	17	0	1	0	2085	2	0	0	0	0	0	0	0	0	0	0	0	0
150_R1.fasta	150	1	10510	31	10	0	14136	698	2388	0	1846	7	0	0	0	218	1136	0	36	0	0	0	0	0	0	0	0	0	0
150_R2.fasta	150	2	10360	31	8	0	14135	689	2828	0	1849	7	0	0	0	211	1122	0	29	0	0	0	0	0	0	0	0	0	0
151_R1.fasta	151	1	14985	48	0	0	7456	6748	81	0	5337	177	0	2	1	943	3838	0	26	0	0	0	0	0	0	1	0	0	0
151_R2.fasta	151	2	14677	48	0	0	7465	6703	79	0	5346	173	0	2	1	925	3785	0	26	0	0	0	0	0	0	0	0	0	0
152_R1.fasta	152	1	19284	23	1	0	9599	11687	744	0	2388	25	0	0	0	1236	1320	0	26	0	0	0	0	0	0	0	0	0	0
152_R2.fasta	152	2	19040	22	0	0	9642	11628	1061	0	2380	24	0	0	0	1227	1294	0	26	0	0	0	0	0	0	0	0	0	0
153_R1.fasta	153	1	18735	38	6	7	14475	1558	827	0	2032	62	0	0	0	917	4040	0	91	0	0	0	0	0	0	0	0	0	0
153_R2.fasta	153	2	18556	36	6	5	14522	1545	932	0	2021	62	0	0	0	906	3996	0	92	0	0	0	0	0	0	0	0	0	1
154_R1.fasta	154	1	17118	6	6	0	11997	991	1118	0	810	51	0	3	0	1025	5394	0	74	0	0	0	0	0	0	0	0	0	0
154_R2.fasta	154	2	16873	6	5	0	12053	985	1339	0	809	51	0	4	0	1015	5333	0	74	0	0	0	0	0	0	0	0	0	0
155_R1.fasta	155	1	7445	5	0	0	2832	12227	8	0	1502	127	0	3	0	363	1540	0	39	0	0	0	0	0	0	0	0	0	0
155_R2.fasta	155	2	7310	5	0	0	2825	12105	8	0	1500	122	0	3	0	356	1522	0	40	0	0	0	0	0	0	0	0	0	0
156_R1.fasta	156	1	17661	63	0	0	8563	14744	0	0	5459	135	0	0	0	387	3143	0	106	0	0	0	0	0	0	0	0	0	0
156_R2.fasta	156	2	17334	62	0	0	8560	14627	0	0	5464	127	0	0	0	379	3109	0	106	0	0	0	0	0	0	0	0	0	0
157_R1.fasta	157	1	9659	0	14	0	4164	10958	2	0	863	117	0	0	0	414	1860	0	105	0	0	0	0	0	0	0	0	0	0
157_R2.fasta	157	2	9475	0	13	0	4148	10852	1	0	868	114	0	0	0	407	1839	0	104	0	0	0	0	0	0	0	0	0	0
158_R1.fasta	158	1	20598	4	2	0	10830	1193	1442	0	1827	13	0	0	0	570	994	0	6	0	0	0	0	0	0	0	0	0	0
158_R2.fasta	158	2	20407	5	3	0	10810	1200	1412	0	1831	12	0	0	0	560	983	0	6	0	0	0	0	0	0	0	0	0	0
159_R1.fasta	159	1	7569	0	30	0	13956	8224	827	0	722	43	0	0	0	645	2376	0	29	0	0	0	0	0	0	0	0	0	0
159_R2.fasta	159	2	7466	0	31	0	13995	8187	1227	0	720	43	0	0	0	627	2348	0	30	0	0	0	0	0	0	0	0	0	0
15_R1.fasta	15	1	17909	0	0	0	19797	11465	2080	0	2333	56	0	0	0	448	8	0	0	0	0	0	0	0	0	0	0	0	0
15_R2.fasta	15	2	17750	0	0	0	19752	11408	2261	0	2342	56	0	0	0	437	8	0	0	0	0	0	0	0	0	0	0	0	0
160_R1.fasta	160	1	12635	7	18	0	11726	1716	990	0	1745	12	0	0	0	582	341	0	0	0	0	0	0	0	0	0	0	0	0
160_R2.fasta	160	2	12493	7	18	0	11660	1718	1010	0	1744	12	0	0	0	570	335	0	0	0	0	0	0	0	0	0	0	0	0
161_R1.fasta	161	1	11587	36	14	0	7783	3125	849	1	1216	6	0	2	0	1170	2991	0	6	0	0	0	0	0	0	0	0	0	0
161_R2.fasta	161	2	11450	35	14	0	7803	3110	963	0	1214	6	0	1	0	1156	2945	0	6	0	0	0	0	0	0	0	0	0	0
162_R1.fasta	162	1	15800	192	19	0	5975	5107	336	10	598	81	0	2	1	2837	6599	0	130	0	0	0	0	0	0	0	0	0	0
162_R2.fasta	162	2	15623	188	18	0	5982	5075	717	10	597	79	0	2	0	2786	6528	0	126	0	0	0	0	0	0	0	0	0	0
163_R1.fasta	163	1	11812	2	34	0	11238	5459	1200	2	641	44	0	4	0	483	475	0	12	0	0	0	0	0	0	0	0	0	0
163_R2.fasta	163	2	11651	1	33	0	11198	5420	1313	2	642	44	0	4	0	477	465	0	13	0	0	0	0	0	0	0	0	0	0
164_R1.fasta	164	1	8988	0	1	0	6199	6541	751	0	856	70	0	0	0	1358	1266	54	83	0	0	0	0	0	0	0	0	0	0
164_R2.fasta	164	2	8825	0	0	0	6194	6489	956	0	857	74	0	0	0	1342	1247	52	84	0	0	0	0	0	0	0	0	0	0
165_R1.fasta	165	1	5542	0	0	0	3746	3145	325	0	620	3	0	0	0	493	1229	31	0	0	0	0	0	0	0	0	0	0	0
165_R2.fasta	165	2	5457	0	0	0	3768	3149	460	0	620	3	0	0	0	485	1204	31	0	0	0	0	0	0	0	0	0	0	0
166_R1.fasta	166	1	3710	83	9	0	9888	3005	534	0	834	6	0	0	0	713	2841	0	0	0	0	0	0	0	0	0	0	0	0
166_R2.fasta	166	2	3639	82	7	0	9916	2987	635	0	831	6	0	0	0	691	2793	0	0	0	0	0	0	0	0	0	0	0	0
167_R1.fasta	167	1	9916	0	2	23	4394	2640	643	0	1237	59	0	7	0	878	2024	61	37	0	0	14	0	0	0	0	0	0	0
167_R2.fasta	167	2	9777	0	0	25	4380	2622	669	0	1234	57	0	6	0	862	1994	63	37	0	0	14	0	0	0	0	0	0	0
168_R1.fasta	168	1	16227	2	0	0	10692	596	1748	0	1504	2	0	10	0	1404	1933	0	26	0	0	0	0	0	0	0	0	0	1
168_R2.fasta	168	2	16111	2	0	0	10696	599	1849	0	1509	2	0	10	0	1387	1909	0	26	0	0	0	0	0	0	0	0	0	0
169_R1.fasta	169	1	25334	2	1	0	15627	591	1884	1	1774	10	0	1	1	848	1769	0	53	0	0	0	0	0	0	0	0	0	0
169_R2.fasta	169	2	25135	2	0	0	15590	589	1855	1	1782	9	0	1	0	836	1750	0	53	0	0	0	0	0	0	0	0	0	0
16_R1.fasta	16	1	13906	0	0	0	8920	2876	1505	0	2529	42	0	0	0	150	1	0	0	0	0	0	0	0	0	0	0	0	0
16_R2.fasta	16	2	13734	0	0	0	8989	2858	1366	0	2527	43	0	0	0	147	1	0	0	0	0	0	0	0	0	0	0	0	0
170_R1.fasta	170	1	17184	0	41	0	10108	2806	1040	0	1527	5	0	1	0	1091	1734	1	0	0	0	0	0	0	0	0	0	0	0
170_R2.fasta	170	2	16944	0	37	0	10055	2814	1060	0	1525	3	0	1	0	1077	1709	0	2	0	0	0	0	0	0	0	0	0	0
171_R1.fasta	171	1	1737	7	0	0	1668	2943	274	0	73	44	0	0	0	636	1282	0	22	0	0	0	0	0	0	0	0	0	0
171_R2.fasta	171	2	1696	7	0	0	1646	2934	268	0	74	41	0	0	0	615	1263	0	22	0	0	0	0	0	0	0	0	0	0
172_R1.fasta	172	1	11745	0	0	0	11161	2312	1024	0	639	28	0	0	0	249	1067	2	19	0	0	0	0	0	0	0	0	0	0
172_R2.fasta	172	2	11574	0	0	0	11040	2307	1108	0	638	26	0	0	0	238	1054	2	19	0	0	0	0	0	0	0	0	0	0
173_R1.fasta	173	1	12829	58	30	0	9537	1027	666	0	1132	50	0	0	0	1404	5133	0	50	0	0	0	0	0	0	0	0	0	0
173_R2.fasta	173	2	12647	57	28	0	9422	1028	676	0	1130	50	0	0	0	1376	5087	0	43	0	0	0	0	0	0	0	0	0	1
174_R1.fasta	174	1	2184	15	20	0	6370	1700	644	0	360	26	0	0	0	467	3019	0	70	0	0	0	0	0	0	0	0	0	0
174_R2.fasta	174	2	2173	15	14	0	6361	1702	653	0	359	26	0	0	0	455	3001	0	70	0	0	0	0	0	0	0	0	0	0
175_R1.fasta	175	1	13737	0	0	0	12031	6832	1901	0	1451	27	0	0	0	747	430	0	0	0	0	0	0	0	0	0	0	0	0
175_R2.fasta	175	2	13602	0	0	0	12016	6839	1774	0	1449	27	0	0	0	738	425	0	0	0	0	0	0	0	0	0	0	0	0
176_R1.fasta	176	1	8757	0	0	0	6306	4007	393	0	2546	0	0	0	0	543	393	0	0	48	0	0	0	0	0	0	0	0	0
176_R2.fasta	176	2	8671	0	0	0	6284	4011	421	0	2546	0	0	0	0	537	388	0	0	43	1	0	0	0	0	0	0	0	0
177_R1.fasta	177	1	6198	0	0	0	15557	3185	829	0	1393	68	0	0	0	379	1317	1	40	0	0	0	0	0	0	0	0	0	0
177_R2.fasta	177	2	6138	0	0	0	15637	3167	866	0	1395	68	0	0	0	367	1310	0	41	0	0	0	0	0	0	0	0	0	1
178_R1.fasta	178	1	9785	12	0	0	6439	15204	605	4	455	49	0	3	0	1668	844	0	0	0	0	0	0	0	0	0	0	0	0
178_R2.fasta	178	2	9665	12	0	0	6417	15097	716	3	455	48	0	3	0	1657	826	0	0	0	0	0	0	0	0	0	0	0	1
179_R1.fasta	179	1	3816	0	0	0	2971	1230	77	124	3	16	0	1	0	88	546	247	0	0	0	0	0	0	0	0	3	0	0
179_R2.fasta	179	2	3757	0	0	0	2887	1218	31	122	2	14	0	1	0	60	538	246	0	0	0	0	0	0	0	0	3	0	1
17_R1.fasta	17	1	12	0	0	0	8	3	2	2	2	3	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
17_R2.fasta	17	2	13	0	0	0	8	3	2	2	2	3	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
180_R1.fasta	180	1	16786	10	4	0	28566	375	2650	6	2764	11	0	8	2	189	888	2	10	0	0	0	0	0	0	0	0	0	0
180_R2.fasta	180	2	16442	10	4	0	28581	373	3168	6	2754	10	0	8	1	182	834	2	10	0	0	0	0	0	0	0	0	0	0
181_R1.fasta	181	1	1	0	0	0	1	6	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
181_R2.fasta	181	2	1	0	0	0	1	7	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
182_R1.fasta	182	1	4	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
182_R2.fasta	182	2	3	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
183_R1.fasta	183	1	11137	0	0	0	9413	8942	1168	0	2686	9	0	0	0	410	27	0	2	0	0	0	0	0	0	0	0	0	0
183_R2.fasta	183	2	10958	0	0	0	9447	8951	1407	0	2646	8	0	0	0	406	22	0	1	0	0	0	0	0	0	0	0	0	1
184_R1.fasta	184	1	12318	0	0	0	7743	33379	1440	0	3870	27	0	0	0	2037	133	119	2	0	0	0	0	0	0	0	0	0	0
184_R2.fasta	184	2	12052	0	0	0	7697	33652	1547	0	3774	24	0	0	0	1988	124	118	2	0	0	0	0	0	0	0	0	0	1
185_R1.fasta	185	1	6894	0	0	0	8448	24965	415	0	655	16	0	0	0	418	73	0	1	0	0	0	0	0	0	0	0	0	0
185_R2.fasta	185	2	6754	0	0	0	8460	24961	530	0	652	16	0	0	0	420	70	0	1	0	0	0	0	0	0	0	0	0	0
186_R1.fasta	186	1	26849	1	0	0	15964	3065	2435	0	10100	114	0	4	0	286	131	0	3	0	0	0	0	0	0	0	0	0	1
