fileName	sampleID	read	Bacteroidales	Flavobacteriales	Sphingobacteriales	Cytophagales	Clostridiales	Lactobacillales	Bacillales	Erysipelotrichales	Selenomonadales	Verrucomicrobiales	Coriobacteriales	Actinomycetales	Bifidobacteriales	Solirubrobacterales	Nitriliruptorales	Spirochaetales	Fusobacteriales	Campylobacterales	Pasteurellales	Enterobacteriales	Oceanospirillales	Cardiobacteriales	Pseudomonadales	Vibrionales	Xanthomonadales	Alteromonadales	Chromatiales	Aeromonadales	Legionellales	Neisseriales	Burkholderiales	Methylophilales	Desulfovibrionales	Bdellovibrionales	Myxococcales	Desulfobacterales	Sphingomonadales	Rhizobiales	Caulobacterales	Rhodobacterales	Rhodospirillales	Synergistales	Mycoplasmatales	Deinococcales	Thermotogales	Planctomycetales	Victivallales	Desulfurococcales
148_R2.fasta	148	2	16222	2	0	0	14669	10238	0	1996	0	4413	49	43	0	0	0	0	0	0	1	251	122	0	75	0	20	0	0	0	0	0	1092	0	263	0	0	0	2	3	16	0	0	0	0	0	0	0	0	0
149_R1.fasta	149	1	18153	0	1	0	8559	3266	0	1015	0	1985	12	1	1	0	0	0	2	0	0	4394	63	0	14	0	7	1	0	0	0	0	396	0	0	0	0	0	0	1	10	0	0	0	0	14	0	0	0	0
149_R2.fasta	149	2	17921	0	0	0	8535	3212	0	1224	0	1982	12	1	0	0	0	0	2	0	0	4300	54	0	14	0	5	0	0	0	0	0	384	0	0	0	0	0	0	1	10	0	0	0	0	15	0	0	0	0
150_R1.fasta	150	1	10510	31	10	0	14125	692	5	2388	0	1846	3	0	0	4	0	0	0	0	0	8	132	0	45	0	9	17	0	0	0	0	1134	0	0	0	0	0	0	10	26	0	0	0	0	0	0	0	0	0
150_R2.fasta	150	2	10360	31	8	0	14123	675	5	2828	0	1849	3	0	0	4	0	0	0	0	0	8	110	0	43	0	8	17	0	0	0	0	1114	0	0	0	0	0	0	6	23	0	0	0	0	0	0	0	0	0
151_R1.fasta	151	1	14985	48	0	0	7452	6722	16	81	0	5337	56	66	55	0	0	0	2	1	1	9	551	0	299	6	37	16	0	0	0	73	3757	0	0	0	0	0	0	0	26	0	0	0	0	0	1	0	0	0
151_R2.fasta	151	2	14677	48	0	0	7462	6619	17	79	0	5346	55	63	48	0	0	0	2	1	1	10	466	0	299	6	31	14	0	0	0	73	3690	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
152_R1.fasta	152	1	19284	23	1	0	9596	11681	0	744	0	2388	6	19	0	0	0	0	0	0	0	1069	115	0	27	0	0	18	0	0	0	19	1299	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
152_R2.fasta	152	2	19040	22	0	0	9640	11529	0	1061	0	2380	5	19	0	0	0	0	0	0	0	1053	101	0	28	0	0	19	0	0	0	19	1270	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
153_R1.fasta	153	1	18735	38	6	7	14460	1558	0	827	0	2032	55	7	0	0	0	0	0	0	0	277	405	0	164	0	25	6	22	0	0	23	4005	0	0	0	0	0	39	0	24	0	24	0	0	0	0	0	0	0
153_R2.fasta	153	2	18556	36	6	5	14516	1531	0	932	0	2021	55	7	0	0	0	0	0	0	0	272	356	0	166	0	23	7	7	0	0	22	3961	0	0	0	0	0	40	0	26	0	26	0	0	0	0	0	0	0
154_R1.fasta	154	1	17118	6	6	0	11990	979	12	1118	0	810	19	32	0	0	0	0	3	0	0	111	662	0	208	0	16	7	0	0	0	31	5349	0	0	0	0	0	27	0	47	0	0	0	0	0	0	0	0	0
154_R2.fasta	154	2	16873	6	5	0	12048	970	12	1339	0	809	19	32	0	0	0	0	4	0	0	109	569	0	210	0	14	10	0	0	0	30	5284	0	0	0	0	0	27	0	45	0	0	0	0	0	0	0	0	0
155_R1.fasta	155	1	7445	5	0	0	2832	12209	13	8	0	1502	25	53	49	0	0	0	3	0	0	1	153	0	98	0	105	0	0	0	0	19	1518	0	0	0	0	0	0	15	24	0	0	0	0	0	0	0	0	0
155_R2.fasta	155	2	7310	5	0	0	2824	11976	13	8	0	1500	24	53	35	0	0	0	3	0	0	0	132	0	96	0	98	0	0	0	0	19	1499	0	0	0	0	0	0	14	25	0	0	0	0	0	0	0	0	0
156_R1.fasta	156	1	17661	63	0	0	8559	14678	53	0	0	5459	16	0	119	0	0	0	0	0	0	1	242	0	41	0	99	0	0	0	0	24	3114	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0
156_R2.fasta	156	2	17334	62	0	0	8557	14461	47	0	0	5464	16	0	89	0	0	0	0	0	0	1	201	0	38	0	95	0	0	0	0	24	3069	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0
157_R1.fasta	157	1	9659	0	14	0	4163	10935	14	2	0	863	50	30	37	0	0	0	0	0	0	2	195	0	127	0	70	9	0	0	0	1	1856	0	0	0	0	0	0	86	19	0	0	0	0	0	0	0	0	0
157_R2.fasta	157	2	9475	0	13	0	4146	10748	12	1	0	868	50	30	26	0	0	0	0	0	0	0	154	0	127	0	66	13	0	0	0	1	1829	0	0	0	0	0	0	84	19	0	0	0	0	0	0	0	0	0
158_R1.fasta	158	1	20598	4	2	0	10822	1192	0	1442	0	1827	6	6	1	0	0	0	0	0	0	383	112	0	59	0	10	4	0	0	0	7	985	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0
158_R2.fasta	158	2	20407	5	3	0	10809	1187	0	1412	0	1831	6	5	1	0	0	0	0	0	0	372	98	0	59	0	8	5	0	0	0	6	974	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0
159_R1.fasta	159	1	7569	0	30	0	13944	8210	9	827	0	722	5	38	0	0	0	0	0	0	0	11	324	0	238	0	57	0	0	0	0	70	2304	0	0	0	0	0	0	3	26	0	0	0	0	0	0	0	0	0
159_R2.fasta	159	2	7466	0	31	0	13990	8121	8	1227	0	720	5	38	0	0	0	0	0	0	0	10	293	0	232	0	53	0	0	0	0	70	2271	0	0	0	0	0	0	3	26	0	0	0	0	0	0	0	0	0
160_R1.fasta	160	1	12635	7	18	0	11724	1712	0	990	0	1745	11	0	1	0	0	0	0	0	0	525	40	0	10	0	0	0	0	0	0	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
160_R2.fasta	160	2	12493	7	18	0	11658	1702	0	1010	0	1744	11	0	1	0	0	0	0	0	0	511	32	0	10	0	0	1	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161_R1.fasta	161	1	11587	36	14	0	7776	3123	0	849	1	1216	0	6	0	0	0	0	2	0	3	427	407	0	277	0	0	39	0	0	0	27	2952	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
161_R2.fasta	161	2	11450	35	14	0	7800	3075	0	963	0	1214	0	6	0	0	0	0	1	0	3	419	356	0	280	0	0	40	0	0	0	26	2907	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
162_R1.fasta	162	1	15800	192	19	0	5970	5083	21	336	10	598	57	24	0	0	0	0	2	1	0	928	1004	0	555	8	231	45	0	0	0	48	6542	0	0	0	0	0	0	23	106	0	0	0	0	0	0	0	0	0
162_R2.fasta	162	2	15623	188	18	0	5979	5022	20	717	10	597	56	23	0	0	0	0	2	0	0	914	866	0	561	7	208	60	0	0	0	46	6455	0	0	0	0	0	0	17	105	0	0	0	0	0	0	0	0	0
163_R1.fasta	163	1	11812	2	34	0	11235	5456	2	1200	2	641	39	2	0	0	0	0	4	0	1	358	112	0	0	0	0	9	0	0	0	2	472	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
163_R2.fasta	163	2	11651	1	33	0	11195	5373	2	1313	2	642	42	2	0	0	0	0	4	0	2	351	100	0	0	0	0	9	0	0	0	2	461	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0
164_R1.fasta	164	1	8988	0	1	0	6194	6531	2	751	0	856	36	26	0	0	0	0	0	0	0	1022	142	0	139	0	49	0	0	0	0	11	1250	0	54	0	0	0	0	68	15	0	0	0	0	0	0	0	0	0
164_R2.fasta	164	2	8825	0	0	0	6192	6426	0	956	0	857	48	25	0	0	0	0	0	0	0	997	112	0	136	0	48	0	0	0	0	11	1220	0	52	0	0	0	0	68	14	0	0	0	0	0	0	0	0	0
165_R1.fasta	165	1	5542	0	0	0	3745	3112	30	325	0	620	3	0	0	0	0	0	0	0	4	272	110	0	86	0	15	0	0	0	0	1	1225	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
165_R2.fasta	165	2	5457	0	0	0	3767	3093	26	460	0	620	3	0	0	0	0	0	0	0	4	266	95	0	87	0	15	0	0	0	0	1	1195	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166_R1.fasta	166	1	3710	83	9	0	9886	2988	12	534	0	834	6	0	0	0	0	0	0	0	0	1	500	0	196	0	0	0	0	0	0	13	2820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
166_R2.fasta	166	2	3639	82	7	0	9915	2945	11	635	0	831	6	0	0	0	0	0	0	0	0	0	415	0	194	0	0	0	0	0	0	13	2766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167_R1.fasta	167	1	9916	0	2	23	4392	2638	0	643	0	1237	0	59	0	0	0	0	7	0	0	432	336	0	71	0	21	3	0	0	0	0	2015	0	61	0	0	0	2	3	14	0	0	0	0	0	0	0	0	0
167_R2.fasta	167	2	9777	0	0	25	4375	2604	0	669	0	1234	0	57	0	0	0	0	6	0	0	421	275	0	71	0	19	9	0	0	0	0	1985	0	63	0	0	0	2	3	31	0	0	0	0	0	0	0	0	0
168_R1.fasta	168	1	16227	2	0	0	10690	596	0	1748	0	1504	0	2	0	0	0	0	10	0	0	1117	155	0	122	0	0	0	0	0	0	5	1921	0	0	0	0	0	23	3	0	0	0	0	0	0	0	0	0	0
168_R2.fasta	168	2	16111	2	0	0	10696	593	0	1849	0	1509	0	2	0	0	0	0	10	0	0	1099	124	0	124	0	0	0	0	0	0	5	1900	0	0	0	0	0	21	3	0	0	0	0	0	0	0	0	0	0
169_R1.fasta	169	1	25334	2	1	0	15615	590	0	1884	1	1774	9	1	0	0	0	0	1	1	2	519	204	0	108	0	0	0	0	0	0	2	1762	0	0	0	0	0	0	0	51	0	2	0	0	0	0	0	0	0
169_R2.fasta	169	2	25135	2	0	0	15586	582	0	1855	1	1782	9	0	0	0	0	0	1	0	2	513	177	0	113	0	0	0	0	0	0	1	1742	0	0	0	0	0	0	0	51	0	1	0	0	0	0	0	0	0
170_R1.fasta	170	1	17184	0	41	0	10103	2798	0	1040	0	1527	0	5	0	0	0	0	1	0	0	663	296	0	121	0	0	0	0	0	0	1	1724	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
170_R2.fasta	170	2	16944	0	37	0	10053	2788	0	1060	0	1525	0	3	0	0	0	0	1	0	0	650	244	0	124	0	0	0	0	0	0	1	1701	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
171_R1.fasta	171	1	1737	7	0	0	1666	2917	24	274	0	73	11	33	0	0	0	0	0	0	7	338	171	0	74	0	26	0	0	0	0	4	1274	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
171_R2.fasta	171	2	1696	7	0	0	1644	2876	22	268	0	74	10	31	0	0	0	0	0	0	6	325	137	0	82	0	25	0	0	0	0	4	1251	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0
172_R1.fasta	172	1	11745	0	0	0	11158	2302	8	1024	0	639	28	0	0	0	0	0	0	0	0	127	49	0	69	0	0	0	0	0	0	40	1026	0	0	2	0	0	19	0	0	0	0	0	0	0	0	0	0	0
172_R2.fasta	172	2	11574	0	0	0	11029	2284	7	1108	0	638	26	0	0	0	0	0	0	0	0	118	37	0	72	0	0	0	0	0	0	39	1009	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
173_R1.fasta	173	1	12829	58	30	0	9531	1026	0	666	0	1132	2	48	0	0	0	0	0	0	0	99	806	0	371	0	55	41	0	0	0	23	5102	0	0	0	0	0	7	12	28	0	0	0	0	0	0	0	0	0
173_R2.fasta	173	2	12647	57	28	0	9414	1017	0	676	0	1130	2	48	0	0	0	0	0	0	0	95	688	0	371	0	49	43	0	0	0	23	5029	0	0	0	0	0	3	7	29	0	0	0	0	0	0	0	0	0
174_R1.fasta	174	1	2184	15	20	0	6367	1698	0	644	0	360	1	25	0	0	0	0	0	0	0	2	267	0	177	0	0	3	0	0	0	18	2996	0	0	0	0	0	11	0	57	0	0	0	0	0	0	0	0	0
174_R2.fasta	174	2	2173	15	14	0	6358	1687	0	653	0	359	1	25	0	0	0	0	0	0	0	1	227	0	177	0	0	10	0	0	0	18	2975	0	0	0	0	0	10	0	56	0	0	0	0	0	0	0	0	0
175_R1.fasta	175	1	13737	0	0	0	12028	6824	0	1901	0	1451	27	0	0	0	0	0	0	0	0	729	15	0	2	0	0	0	0	0	0	33	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175_R2.fasta	175	2	13602	0	0	0	12014	6793	0	1774	0	1449	27	0	0	0	0	0	0	0	0	714	13	0	2	0	0	0	0	0	0	31	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176_R1.fasta	176	1	8757	0	0	0	6304	4003	0	393	0	2546	0	0	0	0	0	0	0	0	0	488	54	0	1	0	0	0	0	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176_R2.fasta	176	2	8671	0	0	0	6282	3973	0	421	0	2546	0	0	0	0	0	0	0	0	0	479	42	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177_R1.fasta	177	1	6198	0	0	0	15552	3180	0	829	0	1393	65	3	0	0	0	0	0	0	1	47	225	0	61	0	35	0	0	4	0	0	1317	0	1	0	0	0	30	0	9	0	0	0	0	0	0	0	0	0
177_R2.fasta	177	2	6138	0	0	0	15631	3137	0	866	0	1395	64	3	0	0	0	0	0	0	1	39	198	0	63	0	33	0	0	1	0	0	1306	0	0	0	0	0	30	1	10	0	0	0	0	0	0	0	0	1
178_R1.fasta	178	1	9785	12	0	0	6436	15200	0	605	4	455	47	2	0	0	0	0	3	0	0	1371	95	0	196	0	0	0	0	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178_R2.fasta	178	2	9665	12	0	0	6416	14970	0	716	3	455	46	2	0	0	0	0	3	0	0	1347	79	0	201	0	0	0	0	0	0	0	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
179_R1.fasta	179	1	3816	0	0	0	2970	1228	2	77	124	3	0	16	0	0	0	0	1	0	12	27	45	0	0	0	0	0	0	0	0	0	544	0	247	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
179_R2.fasta	179	2	3757	0	0	0	2887	1198	1	31	122	2	0	14	0	0	0	0	1	0	12	2	37	0	0	0	0	0	0	0	0	0	537	0	246	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
180_R1.fasta	180	1	16786	10	4	0	28555	375	0	2650	6	2764	7	3	1	0	0	0	8	2	0	1	106	0	74	0	4	3	0	0	0	3	883	0	0	1	1	0	0	3	6	0	0	0	0	0	0	0	0	0
180_R2.fasta	180	2	16442	10	4	0	28574	368	0	3168	6	2754	6	3	1	0	0	0	8	1	0	1	80	0	73	0	2	3	0	0	0	2	826	0	0	1	1	0	0	3	6	0	0	0	0	0	0	0	0	0
