fileName	sampleID	read	Bacteroidia	Flavobacteriia	Sphingobacteriia	Cytophagia	Clostridia	Bacilli	Erysipelotrichia	Negativicutes	Verrucomicrobiae	Actinobacteria	Spirochaetia	Fusobacteriia	Epsilonproteobacteria	Gammaproteobacteria	Betaproteobacteria	Deltaproteobacteria	Alphaproteobacteria	Chloroplast	Acidobacteria_Gp5	Acidobacteria_Gp4	Synergistia	Mollicutes	Deinococci	Thermotogae	Planctomycetia	Lentisphaeria	Thermoprotei
113_R1.fasta	113	1	14299	0	0	0	21708	325	607	208	62	177	0	301	31	197	1530	14	32	0	0	0	53	43	0	0	0	0	0
113_R2.fasta	113	2	14064	0	0	0	21710	323	586	197	64	174	0	303	29	173	1480	12	31	0	0	0	52	44	0	0	0	0	1
114_R1.fasta	114	1	4	0	0	0	5	6	1	0	0	2	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
114_R2.fasta	114	2	2	0	0	0	5	6	1	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
115_R1.fasta	115	1	20362	0	0	0	11828	7728	2660	0	2120	20	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0
115_R2.fasta	115	2	20011	0	0	0	11843	7646	2797	0	2124	20	0	0	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0
116_R1.fasta	116	1	20634	2	0	0	8138	7261	1618	1	4190	34	0	1	0	4941	2	0	0	0	0	0	0	0	0	0	0	0	0
116_R2.fasta	116	2	20386	2	0	0	8148	7239	1967	1	4177	34	0	1	0	4887	2	0	0	0	0	0	0	0	0	0	0	0	0
117_R1.fasta	117	1	35948	4	0	0	17839	219	3607	1	1814	41	0	2	0	268	13	0	1	0	0	0	0	0	0	0	0	0	0
117_R2.fasta	117	2	35568	4	0	0	17854	217	3954	1	1820	39	0	2	0	263	5	0	1	0	1	0	0	0	0	0	0	0	1
118_R1.fasta	118	1	22949	0	0	0	13143	80	2024	0	1906	27	0	0	0	95	0	0	1	0	0	0	0	0	0	0	0	0	0
118_R2.fasta	118	2	22763	0	0	0	13151	80	2223	0	1893	27	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0
119_R1.fasta	119	1	15678	1	1	0	32931	66	685	556	4	91	0	77	2	34	680	14	0	0	0	0	5	0	0	0	0	0	0
119_R2.fasta	119	2	15539	1	1	0	32924	68	607	540	4	89	0	79	2	33	675	14	0	0	0	0	5	0	0	0	0	0	0
11_R1.fasta	11	1	16956	0	0	0	11478	7191	1857	3	2059	15	0	7	1	412	1	0	0	0	0	0	0	0	0	0	0	0	0
11_R2.fasta	11	2	16801	0	0	0	11493	7173	2156	3	2039	14	0	6	1	402	1	0	0	0	0	0	0	0	0	0	0	0	0
120_R1.fasta	120	1	13290	0	0	0	15714	20462	2320	0	1793	33	0	0	0	867	3	0	1	0	0	0	0	0	0	0	0	0	0
120_R2.fasta	120	2	13125	0	0	0	15695	20294	2793	0	1804	32	0	0	0	858	3	0	1	0	1	0	0	0	0	0	0	0	0
121_R1.fasta	121	1	20260	0	0	0	17798	7394	1966	1	2399	13	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0
121_R2.fasta	121	2	19982	0	0	0	17789	7319	2251	1	2403	13	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0
122_R1.fasta	122	1	22017	0	0	0	20502	1311	2204	0	3414	43	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0
122_R2.fasta	122	2	21781	0	0	0	20220	1313	2321	0	3423	43	0	0	0	261	0	0	0	0	0	0	0	0	0	0	0	0	1
12_R1.fasta	12	1	9018	4	0	0	8653	3089	1156	1	1407	17	0	5	3	572	0	0	0	0	0	0	0	0	0	0	0	0	0
12_R2.fasta	12	2	8932	4	0	0	8655	3070	1199	1	1413	15	0	5	3	569	0	0	0	0	0	0	0	0	0	0	0	0	0
13_R1.fasta	13	1	13338	0	0	0	14036	25310	1749	1	1995	34	0	3	2	2061	2	0	0	0	0	0	0	0	0	0	0	0	0
13_R2.fasta	13	2	13209	0	0	0	14031	25175	2191	1	1994	34	0	3	2	2044	2	0	0	0	0	0	0	0	0	0	0	0	0
14_R1.fasta	14	1	14826	0	0	0	14805	9746	2117	0	1693	19	0	1	0	2100	2	0	0	0	0	0	0	0	0	0	0	0	1
14_R2.fasta	14	2	14687	0	0	0	14782	9709	2249	0	1690	17	0	1	0	2085	2	0	0	0	0	0	0	0	0	0	0	0	0
15_R1.fasta	15	1	17909	0	0	0	19797	11465	2080	0	2333	56	0	0	0	448	8	0	0	0	0	0	0	0	0	0	0	0	0
15_R2.fasta	15	2	17750	0	0	0	19752	11408	2261	0	2342	56	0	0	0	437	8	0	0	0	0	0	0	0	0	0	0	0	0
16_R1.fasta	16	1	13906	0	0	0	8920	2876	1505	0	2529	42	0	0	0	150	1	0	0	0	0	0	0	0	0	0	0	0	0
16_R2.fasta	16	2	13734	0	0	0	8989	2858	1366	0	2527	43	0	0	0	147	1	0	0	0	0	0	0	0	0	0	0	0	0
18_R1.fasta	18	1	5357	0	3	0	9717	279	374	123	121	33	0	77	9	59	151	19	12	2	0	0	1	0	0	0	0	0	0
18_R2.fasta	18	2	5261	0	2	0	9691	261	336	124	120	29	0	63	9	45	127	18	10	1	0	0	1	0	0	0	0	0	0
19_R1.fasta	19	1	21487	0	0	0	10375	3976	1380	0	4318	29	0	0	0	126	0	167	0	0	0	0	0	0	0	0	0	0	0
19_R2.fasta	19	2	21296	0	0	0	10423	4005	1431	0	4310	31	0	0	0	125	0	165	0	0	0	0	0	0	0	0	0	0	1
1_R1.fasta	1	1	28120	0	0	0	14904	11897	4073	0	3140	134	0	0	0	659	0	358	0	0	0	0	0	0	0	0	0	0	0
1_R2.fasta	1	2	27866	0	0	0	14971	11880	4333	0	3130	127	0	0	0	650	0	351	0	0	0	0	0	0	0	0	0	0	0
20_R1.fasta	20	1	14908	0	0	0	11070	3599	1452	0	2325	32	0	0	0	108	0	131	0	0	0	0	0	0	0	0	0	0	0
20_R2.fasta	20	2	14772	0	0	0	11073	3583	1532	0	2319	33	0	0	0	110	0	132	0	0	0	0	0	0	0	0	0	0	0
21_R1.fasta	21	1	11978	0	0	0	8195	1991	15	2	2926	179	0	6	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0
21_R2.fasta	21	2	11802	0	0	0	8206	1969	15	2	2919	173	0	6	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0
22_R1.fasta	22	1	9850	0	0	0	10544	8482	967	0	805	19	0	0	0	290	0	0	2	0	0	0	0	0	0	0	0	0	0
22_R2.fasta	22	2	9704	0	0	0	10525	8428	1194	0	801	19	0	0	0	287	0	0	3	0	0	0	0	0	0	0	0	0	0
23_R1.fasta	23	1	14722	0	0	0	6395	6646	923	4	1117	65	0	9	1	374	3	0	0	0	0	0	0	0	0	0	0	0	0
23_R2.fasta	23	2	14562	0	0	0	6758	6574	1266	4	1111	65	0	9	1	371	2	0	0	0	0	0	0	0	0	0	0	0	1
24_R1.fasta	24	1	13008	0	0	0	8082	1000	896	1	1977	57	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0
24_R2.fasta	24	2	12809	0	0	0	8116	985	972	1	1972	53	0	0	0	84	1	0	0	0	0	0	0	0	0	0	0	0	0
25_R1.fasta	25	1	10841	0	0	0	7714	480	678	0	1055	37	0	0	0	95	2	0	0	0	0	0	0	0	0	0	0	0	0
25_R2.fasta	25	2	10704	0	0	0	7731	477	766	0	1055	37	0	0	0	93	2	0	0	0	0	0	0	0	0	0	0	0	0
26_R1.fasta	26	1	9544	0	0	0	9172	91	2360	0	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26_R2.fasta	26	2	9414	0	0	0	9161	96	2218	0	1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27_R1.fasta	27	1	8796	0	0	0	12325	4867	1199	502	170	50	0	5503	339	407	153	20	6	0	0	0	5	1	0	0	1	0	0
27_R2.fasta	27	2	8752	0	0	0	12366	4900	1179	487	169	49	0	5569	328	401	150	20	6	0	0	0	5	1	0	0	2	0	0
28_R1.fasta	28	1	975	0	0	0	623	11187	273	1	59	3	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0
28_R2.fasta	28	2	959	0	0	0	623	11143	292	0	60	3	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0
29_R1.fasta	29	1	13500	7	0	0	10513	1899	1698	47	621	39	8	137	9	450	6	0	0	0	0	0	0	9	0	0	0	0	0
29_R2.fasta	29	2	13362	8	0	0	10507	1867	1914	47	614	39	8	135	7	452	6	0	0	0	0	0	0	9	0	0	0	0	0
2_R1.fasta	2	1	14386	0	0	0	20645	13490	2004	0	2	1	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0
2_R2.fasta	2	2	14225	0	0	0	20981	13427	1901	0	1	1	0	0	0	842	0	0	0	0	0	0	0	0	0	0	0	0	0
30_R1.fasta	30	1	14827	1	0	0	8716	66	1317	0	747	21	0	0	0	57	7	0	0	0	0	0	0	0	0	0	0	0	0
30_R2.fasta	30	2	14674	1	0	0	8706	66	1360	0	752	21	0	0	0	58	6	0	0	0	0	0	0	0	0	0	0	0	0
31_R1.fasta	31	1	15067	0	0	0	10879	567	1934	0	2037	26	0	2	0	765	1	0	0	0	0	0	0	0	0	0	0	0	0
31_R2.fasta	31	2	14941	0	0	0	10885	571	2100	0	2038	24	0	0	0	757	1	0	0	0	0	0	0	0	0	0	0	0	1
32_R1.fasta	32	1	10129	0	0	0	6502	31	1407	1	1084	10	0	1	0	92	5	0	0	0	0	0	0	0	0	0	0	0	0
32_R2.fasta	32	2	10007	0	0	0	6606	27	1440	1	1091	9	0	1	0	88	5	0	0	0	0	0	0	0	0	0	0	0	0
33_R1.fasta	33	1	5513	0	0	0	7811	7784	637	0	651	52	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0
33_R2.fasta	33	2	5447	0	0	0	7715	7740	722	0	655	50	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0	0
35_R1.fasta	35	1	10459	0	0	0	7153	7541	881	0	1049	35	0	0	0	668	1	105	0	0	0	0	0	0	0	0	0	0	1
35_R2.fasta	35	2	10371	0	0	0	7157	7535	1052	0	1049	36	0	0	0	663	1	104	0	0	0	0	0	0	0	0	0	0	0
36_R1.fasta	36	1	13736	0	0	0	11036	2807	1093	0	1699	31	0	0	0	64	0	135	0	0	0	0	0	0	0	0	0	0	0
36_R2.fasta	36	2	13605	0	0	0	11044	2797	1474	0	1696	31	0	0	0	63	0	135	0	0	0	0	0	0	0	0	0	0	0
37_R1.fasta	37	1	10112	0	0	0	8764	8129	12	0	4466	122	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
37_R2.fasta	37	2	9995	0	0	0	8799	8102	11	0	4458	116	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
38_R1.fasta	38	1	16160	0	0	0	14756	2519	75	0	5066	211	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0
38_R2.fasta	38	2	15937	0	0	0	14801	2500	73	0	5065	203	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2
39_R1.fasta	39	1	6424	0	0	0	12503	1204	1702	751	7	126	0	4553	203	20	30	6	0	0	0	0	0	0	0	0	0	1	0
39_R2.fasta	39	2	6374	0	0	0	12511	1198	1682	718	6	120	0	4556	189	20	29	6	0	0	0	0	0	0	0	0	0	1	0
3_R1.fasta	3	1	5480	0	0	0	5198	14310	657	0	912	20	0	0	0	1517	0	78	0	0	0	0	0	0	0	0	0	0	0
3_R2.fasta	3	2	5424	0	0	0	5186	14343	775	0	911	19	0	0	0	1493	0	80	0	0	0	0	0	0	0	0	0	0	0
40_R1.fasta	40	1	15625	0	0	0	19037	2626	2411	0	2358	26	0	3	0	459	0	0	0	0	0	0	0	0	0	0	0	0	0
40_R2.fasta	40	2	15382	0	0	0	19035	2591	2910	0	2350	24	0	4	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0
41_R1.fasta	41	1	5945	0	0	0	15588	2431	965	2	993	16	0	14	1	109	0	0	1	0	0	0	0	0	0	0	0	0	0
41_R2.fasta	41	2	5868	0	0	0	15618	2392	1228	2	993	14	0	14	1	107	0	0	1	0	0	0	0	0	0	0	0	0	0
42_R1.fasta	42	1	6839	1	0	0	17339	5218	1340	2	707	16	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42_R2.fasta	42	2	6771	1	0	0	17474	5164	1756	2	704	16	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43_R1.fasta	43	1	10798	0	0	0	26116	5774	2083	0	2184	30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
43_R2.fasta	43	2	10667	0	0	0	26245	5719	2530	0	2180	28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
44_R1.fasta	44	1	17118	0	0	0	11956	8764	1681	2	2359	30	0	4	1	383	1	0	0	0	0	0	0	0	0	0	0	0	0
44_R2.fasta	44	2	16945	0	0	0	11960	8741	2004	1	2343	30	0	4	1	381	1	0	0	0	0	0	0	0	0	0	0	0	1
45_R1.fasta	45	1	5369	0	0	0	9960	29105	620	0	712	31	0	4	1	1372	3	0	0	0	0	0	0	0	0	0	0	0	0
45_R2.fasta	45	2	5298	0	0	0	10011	29017	907	0	715	30	0	4	1	1366	3	0	0	0	0	0	0	0	0	0	0	0	2
46_R1.fasta	46	1	4288	5	0	0	4752	39922	1208	0	527	38	0	11	1	3048	3	0	0	0	0	0	0	0	0	0	0	0	0
46_R2.fasta	46	2	4230	5	0	0	4763	39803	1287	0	523	39	0	11	1	3020	3	0	0	0	0	0	0	0	0	0	0	0	0
47_R1.fasta	47	1	28750	0	0	0	15962	278	3002	0	2041	30	0	0	0	197	1	0	0	0	0	0	0	0	0	0	0	0	0
47_R2.fasta	47	2	28482	0	0	0	15975	280	3063	0	2044	29	0	0	0	192	1	0	0	0	0	0	0	0	0	0	0	0	0
48_R1.fasta	48	1	37325	0	0	0	16478	595	3036	0	1989	24	0	2	0	454	1	0	2	0	0	0	0	0	0	0	0	0	0
48_R2.fasta	48	2	36932	0	0	0	16465	595	3103	0	1994	24	0	2	0	449	1	0	2	0	0	0	0	0	0	0	0	0	0
49_R1.fasta	49	1	26685	0	0	0	15964	812	2572	0	2631	24	0	0	0	167	5	0	0	0	0	0	0	0	0	0	0	0	0
49_R2.fasta	49	2	26488	0	0	0	15984	808	2795	0	2629	24	0	0	0	164	5	0	0	0	0	0	0	0	0	0	0	0	0
4_R1.fasta	4	1	12539	0	0	0	11925	11019	48	0	6344	120	0	4	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0
4_R2.fasta	4	2	12280	0	0	0	11908	10916	50	0	6362	114	0	4	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0
50_R1.fasta	50	1	16396	0	0	0	7429	714	2236	0	852	16	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0
50_R2.fasta	50	2	16218	0	0	0	7509	711	2250	0	848	17	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
52_R1.fasta	52	1	337	0	0	0	4486	10057	127	0	13	0	0	0	0	659	0	0	0	0	0	0	0	0	0	0	0	0	0
52_R2.fasta	52	2	335	0	0	0	4506	10048	123	0	13	0	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	0	0
53_R1.fasta	53	1	28694	0	0	0	23132	13578	136	0	19339	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53_R2.fasta	53	2	28274	0	0	0	23195	13489	127	0	19458	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
54_R1.fasta	54	1	15396	0	0	0	10624	12859	1668	0	634	5	0	0	0	1173	0	0	0	0	0	0	0	0	0	0	0	0	0
54_R2.fasta	54	2	15213	0	0	0	10649	12887	1970	0	629	5	0	0	0	1155	0	0	0	0	0	0	0	0	0	0	0	0	0
55_R1.fasta	55	1	21523	0	0	0	23608	28501	2268	0	5488	80	0	5	0	1124	3	0	1	0	0	0	0	0	0	0	0	0	0
55_R2.fasta	55	2	21236	0	0	0	23596	28385	2813	1	5465	81	0	5	0	1105	3	0	1	0	0	0	0	0	0	0	0	0	0
56_R1.fasta	56	1	24735	0	0	0	19260	174	1626	0	2829	100	0	1	0	111	2	0	4	0	0	0	0	0	0	0	0	0	0
56_R2.fasta	56	2	24455	0	0	0	19273	178	2211	0	2829	102	0	0	0	108	2	0	4	0	0	0	0	0	0	0	0	0	0
57_R1.fasta	57	1	27160	0	0	0	23911	861	1954	0	2031	186	0	0	0	212	2	0	0	0	0	0	0	0	0	0	0	0	0
57_R2.fasta	57	2	26819	0	0	0	23939	851	2490	0	2045	183	0	0	0	209	2	0	0	0	0	0	0	0	0	0	0	0	1
58_R1.fasta	58	1	13214	0	0	0	29798	2779	3438	1	3395	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
58_R2.fasta	58	2	12948	0	0	0	30203	2781	3486	0	3400	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
59_R1.fasta	59	1	9592	0	0	0	22288	2406	2406	0	2099	18	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
59_R2.fasta	59	2	9427	0	0	0	22691	2370	2375	0	2101	18	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
5_R1.fasta	5	1	13771	1	0	0	7999	4032	54	0	6527	153	0	0	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0
5_R2.fasta	5	2	13594	0	0	0	8011	4004	53	0	6527	147	0	1	1	5	2	0	0	0	0	0	0	0	0	0	0	0	0
60_R1.fasta	60	1	2676	0	0	0	26685	2207	4791	0	5799	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
60_R2.fasta	60	2	2648	0	0	0	26685	2245	4992	0	5833	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
61_R1.fasta	61	1	23576	1	0	0	17532	10949	2563	7	4195	42	0	5	1	547	0	0	0	0	0	0	0	0	0	0	0	0	0
61_R2.fasta	61	2	23326	1	0	0	17532	10937	2978	7	4186	43	0	5	1	541	0	0	0	0	0	0	0	0	0	0	0	0	0
62_R1.fasta	62	1	20343	1	0	0	10860	5769	1763	1	2873	38	0	2	0	357	2	0	0	0	0	0	0	0	0	0	0	0	0
62_R2.fasta	62	2	20161	1	0	0	10858	5758	1998	1	2874	34	0	3	0	355	2	0	0	0	0	0	0	0	0	0	0	0	0
63_R1.fasta	63	1	19523	1	0	0	16674	24287	2378	1	3376	42	0	5	0	837	12	0	0	0	0	0	0	0	0	0	0	0	0
63_R2.fasta	63	2	19350	1	0	0	16704	24194	2702	1	3363	41	0	5	0	833	12	0	0	0	0	0	0	0	0	0	0	0	0
64_R1.fasta	64	1	19967	1	0	0	18342	8129	1902	0	3634	34	0	7	0	1044	7	0	0	0	0	0	0	0	0	0	0	0	0
64_R2.fasta	64	2	19757	1	0	0	18335	8156	2281	0	3637	35	0	7	0	1029	6	0	0	0	0	0	0	0	0	0	0	0	0
65_R1.fasta	65	1	25573	1	0	0	20671	5459	2291	0	4463	38	1	3	2	479	3	0	0	0	0	0	0	0	0	0	0	0	0
65_R2.fasta	65	2	25284	1	0	0	20643	5463	2498	0	4496	39	1	4	2	470	3	0	0	0	0	0	0	0	0	0	0	0	0
66_R1.fasta	66	1	36097	0	0	0	32607	1587	3220	0	5465	162	0	0	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0
66_R2.fasta	66	2	35652	0	0	0	32200	1580	3507	0	5484	164	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0
67_R1.fasta	67	1	31019	0	0	0	32077	6667	2380	0	1504	251	0	0	0	212	1	0	0	0	0	0	0	0	0	0	0	0	1
67_R2.fasta	67	2	30622	0	0	0	31751	6632	2740	0	1512	253	0	0	0	204	1	0	0	0	0	0	0	0	0	0	0	0	1
6_R1.fasta	6	1	15991	0	0	0	15605	9061	1791	3	1565	27	0	1	0	587	4	0	0	0	0	0	0	0	0	0	0	0	0
6_R2.fasta	6	2	15762	0	0	0	15613	8964	2194	3	1562	27	0	1	0	582	4	0	0	0	0	0	0	0	0	0	0	0	0
71_R1.fasta	71	1	12711	0	0	0	7235	9969	1972	0	1308	39	0	0	0	303	0	142	0	0	0	0	0	0	0	0	0	0	0
71_R2.fasta	71	2	12551	0	0	0	7275	9908	2150	0	1304	41	0	0	0	298	0	142	0	0	0	0	0	0	0	0	0	0	1
72_R1.fasta	72	1	10102	0	0	0	10765	11564	1329	0	449	39	0	0	0	1711	0	0	0	0	0	0	0	0	0	0	0	0	0
72_R2.fasta	72	2	9981	0	0	0	10732	11566	1212	0	448	40	0	0	0	1692	0	0	0	0	0	0	0	0	0	0	0	0	0
73_R1.fasta	73	1	23304	0	0	0	9547	6277	24	0	6789	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73_R2.fasta	73	2	23024	0	0	0	9593	6234	24	0	6787	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74_R1.fasta	74	1	9443	0	0	0	7250	8166	1262	1	540	22	0	1	0	443	2	0	0	0	0	0	0	0	0	0	0	0	0
74_R2.fasta	74	2	9313	0	0	0	7261	8128	1403	1	540	21	0	1	0	436	2	0	0	0	0	0	0	0	0	0	0	0	0
75_R1.fasta	75	1	10293	0	0	0	14854	10316	2615	0	1611	25	0	0	0	508	2	0	0	0	0	0	0	0	0	0	0	0	0
75_R2.fasta	75	2	10137	0	0	0	14897	10231	2905	0	1599	24	0	1	0	496	2	0	0	0	0	0	0	0	0	0	0	0	0
76_R1.fasta	76	1	7025	0	0	0	5243	6056	808	1	1462	70	0	0	0	408	2	0	0	0	0	0	0	0	0	0	0	0	0
76_R2.fasta	76	2	6915	0	0	0	5243	6038	1028	1	1453	69	0	0	0	408	2	0	0	0	0	0	0	0	0	0	0	0	0
77_R1.fasta	77	1	14515	1	6	0	27495	2250	1241	406	403	39	1	230	33	257	478	32	22	2	0	0	45	0	0	0	0	0	0
77_R2.fasta	77	2	14336	1	6	0	27591	2230	1207	395	398	37	1	230	32	252	463	23	22	1	0	0	44	0	0	0	0	0	0
78_R1.fasta	78	1	6547	1	0	0	11324	7117	611	0	1030	62	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78_R2.fasta	78	2	6490	1	0	0	11479	7028	766	0	1025	60	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79_R1.fasta	79	1	21102	0	0	0	13866	2192	2163	0	2215	15	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0
79_R2.fasta	79	2	20766	0	0	0	13925	2151	2406	0	2211	15	0	0	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0
7_R1.fasta	7	1	11530	0	0	0	11940	6775	1690	1	2028	26	0	0	0	340	4	0	7	0	0	0	0	0	0	0	0	0	0
7_R2.fasta	7	2	11360	0	0	0	11924	6720	1980	0	2029	26	0	0	0	336	3	0	7	0	0	0	0	0	0	0	0	0	0
80_R1.fasta	80	1	16382	4	0	0	13174	2660	1355	1	2512	25	0	5	0	353	0	0	0	0	0	0	0	0	0	0	0	0	0
80_R2.fasta	80	2	16114	4	0	0	13199	2669	1640	1	2502	24	0	5	0	347	1	0	0	0	0	0	0	0	0	0	0	0	0
81_R1.fasta	81	1	14653	1	0	0	15110	2939	1857	4	2366	22	0	3	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0
