fileName	sampleID	read	Bacteroidales	Flavobacteriales	Sphingobacteriales	Cytophagales	Clostridiales	Lactobacillales	Bacillales	Erysipelotrichales	Selenomonadales	Verrucomicrobiales	Coriobacteriales	Actinomycetales	Bifidobacteriales	Solirubrobacterales	Nitriliruptorales	Spirochaetales	Fusobacteriales	Campylobacterales	Pasteurellales	Enterobacteriales	Oceanospirillales	Cardiobacteriales	Pseudomonadales	Vibrionales	Xanthomonadales	Alteromonadales	Chromatiales	Aeromonadales	Legionellales	Neisseriales	Burkholderiales	Methylophilales	Desulfovibrionales	Bdellovibrionales	Myxococcales	Desulfobacterales	Sphingomonadales	Rhizobiales	Caulobacterales	Rhodobacterales	Rhodospirillales	Synergistales	Mycoplasmatales	Deinococcales	Thermotogales	Planctomycetales	Victivallales	Desulfurococcales
109_R2.fasta	109	2	14260	0	0	0	15255	17674	0	3294	0	1567	123	0	0	0	0	0	0	0	0	1478	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_R1.fasta	10	1	12797	6	0	0	25881	2023	0	2806	3	3688	16	4	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10_R2.fasta	10	2	12574	6	0	0	26049	2005	0	2809	3	3696	16	4	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110_R1.fasta	110	1	19186	0	0	0	11064	10231	11	88	1	5165	115	17	31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
110_R2.fasta	110	2	18869	0	0	0	11065	10038	11	86	1	5169	115	13	28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111_R1.fasta	111	1	12830	0	0	0	15034	13844	0	22	0	7976	59	6	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
111_R2.fasta	111	2	12576	0	0	0	15056	13599	0	23	0	7975	56	5	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
112_R1.fasta	112	1	20984	1	0	0	9781	10625	3	48	1	7597	102	10	118	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112_R2.fasta	112	2	20616	0	0	0	9780	10463	3	46	1	7606	102	10	101	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
113_R1.fasta	113	1	14299	0	0	0	21697	315	8	607	208	62	80	95	0	0	0	0	301	31	4	169	7	0	4	10	3	0	0	0	0	83	1444	0	14	0	0	0	1	10	11	0	0	53	43	0	0	0	0	0
113_R2.fasta	113	2	14064	0	0	0	21707	315	8	586	197	64	83	91	0	0	0	0	303	29	4	143	6	0	4	10	0	0	0	0	0	81	1386	0	12	0	0	0	8	9	11	0	0	52	44	0	0	0	0	0
114_R1.fasta	114	1	4	0	0	0	5	6	0	1	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114_R2.fasta	114	2	2	0	0	0	5	6	0	1	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115_R1.fasta	115	1	20362	0	0	0	11822	7720	0	2660	0	2120	20	0	0	0	0	0	0	0	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115_R2.fasta	115	2	20011	0	0	0	11838	7584	0	2797	0	2124	20	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116_R1.fasta	116	1	20634	2	0	0	8134	7256	0	1618	1	4190	30	4	0	0	0	0	1	0	0	4935	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116_R2.fasta	116	2	20386	2	0	0	8145	7179	0	1967	1	4177	29	4	0	0	0	0	1	0	0	4836	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117_R1.fasta	117	1	35948	4	0	0	17833	218	0	3607	1	1814	32	9	0	0	0	0	2	0	0	267	0	1	0	0	0	0	0	0	0	1	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
117_R2.fasta	117	2	35568	4	0	0	17850	217	0	3954	1	1820	31	8	0	0	0	0	2	0	0	259	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
118_R1.fasta	118	1	22949	0	0	0	13136	80	0	2024	0	1906	27	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
118_R2.fasta	118	2	22763	0	0	0	13143	80	0	2223	0	1893	27	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
119_R1.fasta	119	1	15678	1	1	0	32910	64	2	685	556	4	82	6	0	0	0	0	77	2	0	33	0	0	0	1	0	0	0	0	0	10	669	0	14	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
119_R2.fasta	119	2	15539	1	1	0	32920	65	2	607	540	4	83	6	0	0	0	0	79	2	0	31	0	0	0	1	0	0	0	0	0	11	662	0	13	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
11_R1.fasta	11	1	16956	0	0	0	11476	7189	0	1857	3	2059	9	1	5	0	0	0	7	1	0	412	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11_R2.fasta	11	2	16801	0	0	0	11488	7123	0	2156	3	2039	8	1	5	0	0	0	6	1	0	399	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120_R1.fasta	120	1	13290	0	0	0	15708	20449	1	2320	0	1793	25	8	0	0	0	0	0	0	0	843	0	0	21	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
120_R2.fasta	120	2	13125	0	0	0	15689	20157	0	2793	0	1804	24	7	0	0	0	0	0	0	0	828	0	0	21	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
121_R1.fasta	121	1	20260	0	0	0	17790	7386	0	1966	1	2399	13	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121_R2.fasta	121	2	19982	0	0	0	17778	7280	0	2251	1	2403	13	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122_R1.fasta	122	1	22017	0	0	0	20493	1311	0	2204	0	3414	34	0	3	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
122_R2.fasta	122	2	21781	0	0	0	20209	1304	0	2321	0	3423	39	0	3	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12_R1.fasta	12	1	9018	4	0	0	8648	3087	0	1156	1	1407	12	4	1	0	0	0	5	3	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12_R2.fasta	12	2	8932	4	0	0	8649	3054	0	1199	1	1413	12	2	1	0	0	0	5	3	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13_R1.fasta	13	1	13338	0	0	0	14033	25298	0	1749	1	1995	26	2	6	0	0	0	3	2	1	2057	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13_R2.fasta	13	2	13209	0	0	0	14026	25021	0	2191	1	1994	26	1	6	0	0	0	3	2	1	2028	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_R1.fasta	14	1	14826	0	0	0	14802	9739	0	2117	0	1693	8	7	3	0	0	0	1	0	0	2098	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14_R2.fasta	14	2	14687	0	0	0	14780	9641	0	2249	0	1690	9	6	2	0	0	0	1	0	0	2066	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15_R1.fasta	15	1	17909	0	0	0	19786	11462	0	2080	0	2333	44	4	7	0	0	0	0	0	1	447	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15_R2.fasta	15	2	17750	0	0	0	19745	11316	0	2261	0	2342	45	4	3	0	0	0	0	0	1	434	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16_R1.fasta	16	1	13906	0	0	0	8918	2874	0	1505	0	2529	42	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16_R2.fasta	16	2	13734	0	0	0	8989	2841	0	1366	0	2527	43	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18_R1.fasta	18	1	5357	0	3	0	9713	272	5	374	123	121	20	12	0	0	1	0	77	9	0	40	7	0	6	3	0	0	0	0	3	45	106	0	19	0	0	0	0	5	3	0	0	1	0	0	0	0	0	0
18_R2.fasta	18	2	5261	0	2	0	9685	251	2	336	124	120	16	11	0	0	2	0	63	9	0	34	5	0	4	2	0	0	0	0	0	42	82	0	18	0	0	0	3	4	1	0	0	1	0	0	0	0	0	0
19_R1.fasta	19	1	21487	0	0	0	10373	3966	0	1380	0	4318	27	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19_R2.fasta	19	2	21296	0	0	0	10422	3972	0	1431	0	4310	31	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1_R1.fasta	1	1	28120	0	0	0	14901	11888	0	4073	0	3140	134	0	0	0	0	0	0	0	0	658	0	0	0	0	0	0	0	0	0	0	0	0	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1_R2.fasta	1	2	27866	0	0	0	14960	11814	0	4333	0	3130	126	0	0	0	0	0	0	0	0	644	0	0	0	0	0	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20_R1.fasta	20	1	14908	0	0	0	11068	3599	0	1452	0	2325	30	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20_R2.fasta	20	2	14772	0	0	0	11069	3564	0	1532	0	2319	33	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21_R1.fasta	21	1	11978	0	0	0	8194	1986	2	15	2	2926	118	1	59	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21_R2.fasta	21	2	11802	0	0	0	8203	1940	2	15	2	2919	117	1	48	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22_R1.fasta	22	1	9850	0	0	0	10544	8479	0	967	0	805	17	2	0	0	0	0	0	0	1	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
22_R2.fasta	22	2	9704	0	0	0	10523	8361	0	1194	0	801	18	1	0	0	0	0	0	0	1	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
23_R1.fasta	23	1	14722	0	0	0	6380	6644	0	923	4	1117	60	5	0	0	0	0	9	1	0	373	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23_R2.fasta	23	2	14562	0	0	0	6758	6516	0	1266	4	1111	60	5	0	0	0	0	9	1	0	366	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24_R1.fasta	24	1	13008	0	0	0	8078	999	0	896	1	1977	48	9	0	0	0	0	0	0	1	84	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24_R2.fasta	24	2	12809	0	0	0	8114	975	0	972	1	1972	44	8	0	0	0	0	0	0	1	80	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25_R1.fasta	25	1	10841	0	0	0	7713	478	1	678	0	1055	36	1	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25_R2.fasta	25	2	10704	0	0	0	7730	470	1	766	0	1055	36	1	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26_R1.fasta	26	1	9544	0	0	0	9169	91	0	2360	0	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26_R2.fasta	26	2	9414	0	0	0	9157	95	0	2218	0	1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27_R1.fasta	27	1	8796	0	0	0	12320	4760	99	1199	502	170	27	23	0	0	0	0	5503	339	0	402	2	0	0	3	0	0	0	0	0	44	108	0	19	0	0	0	0	2	1	0	0	5	1	0	0	1	0	0
27_R2.fasta	27	2	8752	0	0	0	12361	4750	98	1179	487	169	26	23	0	0	0	0	5569	324	0	386	1	0	0	3	0	0	0	0	0	44	105	0	18	0	0	0	0	2	1	0	0	5	1	0	0	2	0	0
28_R1.fasta	28	1	975	0	0	0	623	11183	0	273	1	59	2	1	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28_R2.fasta	28	2	959	0	0	0	623	11080	0	292	0	60	2	1	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29_R1.fasta	29	1	13500	7	0	0	10513	1896	1	1698	47	621	24	15	0	0	0	8	137	9	0	450	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
29_R2.fasta	29	2	13362	8	0	0	10506	1856	1	1914	47	614	25	13	0	0	0	8	135	7	0	449	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
2_R1.fasta	2	1	14386	0	0	0	20632	13482	0	2004	0	2	0	1	0	0	0	0	0	0	0	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2_R2.fasta	2	2	14225	0	0	0	20974	13352	0	1901	0	1	0	1	0	0	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30_R1.fasta	30	1	14827	1	0	0	8709	66	0	1317	0	747	21	0	0	0	0	0	0	0	1	56	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30_R2.fasta	30	2	14674	1	0	0	8705	66	0	1360	0	752	21	0	0	0	0	0	0	0	1	57	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31_R1.fasta	31	1	15067	0	0	0	10875	566	0	1934	0	2037	25	0	1	0	0	0	2	0	0	765	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31_R2.fasta	31	2	14941	0	0	0	10883	565	0	2100	0	2038	22	0	1	0	0	0	0	0	0	751	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32_R1.fasta	32	1	10129	0	0	0	6499	31	0	1407	1	1084	6	4	0	0	0	0	1	0	0	92	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32_R2.fasta	32	2	10007	0	0	0	6603	27	0	1440	1	1091	6	3	0	0	0	0	1	0	0	88	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_R1.fasta	33	1	5513	0	0	0	7808	7780	0	637	0	651	50	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33_R2.fasta	33	2	5447	0	0	0	7713	7686	0	722	0	655	50	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35_R1.fasta	35	1	10459	0	0	0	7153	7532	0	881	0	1049	35	0	0	0	0	0	0	0	0	667	0	0	0	0	0	0	0	0	0	0	1	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35_R2.fasta	35	2	10371	0	0	0	7155	7482	0	1052	0	1049	36	0	0	0	0	0	0	0	0	656	0	0	0	0	0	0	0	0	0	0	1	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36_R1.fasta	36	1	13736	0	0	0	11033	2805	0	1093	0	1699	29	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36_R2.fasta	36	2	13605	0	0	0	11044	2783	0	1474	0	1696	31	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37_R1.fasta	37	1	10112	0	0	0	8762	8127	0	12	0	4466	58	1	63	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37_R2.fasta	37	2	9995	0	0	0	8798	8050	0	11	0	4458	55	1	51	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38_R1.fasta	38	1	16160	0	0	0	14753	2518	0	75	0	5066	111	4	96	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38_R2.fasta	38	2	15937	0	0	0	14797	2482	0	73	0	5065	109	2	88	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
39_R1.fasta	39	1	6424	0	0	0	12499	801	402	1702	751	7	120	4	1	0	0	0	4553	203	4	13	0	0	1	0	1	0	0	0	0	10	20	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
39_R2.fasta	39	2	6374	0	0	0	12511	788	401	1682	718	6	115	4	1	0	0	0	4556	187	5	13	0	0	1	0	1	0	0	0	0	10	19	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3_R1.fasta	3	1	5480	0	0	0	5193	14301	0	657	0	912	20	0	0	0	0	0	0	0	0	1513	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3_R2.fasta	3	2	5424	0	0	0	5185	14238	0	775	0	911	19	0	0	0	0	0	0	0	0	1481	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40_R1.fasta	40	1	15625	0	0	0	19034	2624	0	2411	0	2358	26	0	0	0	0	0	3	0	2	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40_R2.fasta	40	2	15382	0	0	0	19031	2574	1	2910	0	2350	24	0	0	0	0	0	4	0	2	456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41_R1.fasta	41	1	5945	0	0	0	15588	2431	0	965	2	993	14	2	0	0	0	0	14	1	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41_R2.fasta	41	2	5868	0	0	0	15612	2374	0	1228	2	993	13	1	0	0	0	0	14	1	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
42_R1.fasta	42	1	6839	1	0	0	17331	5215	0	1340	2	707	16	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42_R2.fasta	42	2	6771	1	0	0	17471	5123	0	1756	2	704	15	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43_R1.fasta	43	1	10798	0	0	0	26098	5769	0	2083	0	2184	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43_R2.fasta	43	2	10667	0	0	0	26230	5672	0	2530	0	2180	28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44_R1.fasta	44	1	17118	0	0	0	11953	8761	0	1681	2	2359	26	4	0	0	0	0	4	1	0	383	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44_R2.fasta	44	2	16945	0	0	0	11956	8674	0	2004	1	2343	26	4	0	0	0	0	4	1	0	378	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
